L1;D set_k_time 1293179372
L854;D376:1945-04-08
L855;D377:1985-03-23
L856;D378:2088-09-15
L857;exception_in_constructor  2231 13 7
L858;exception_in_constructor  2127 0 24
L859;D379:2162-04-14
L860;D380:2257-01-18
L861;exception_in_constructor  2128 2 30
L862;exception_in_constructor  2319 -1 17
L863;D381:2182-10-20
L864;D382:2229-01-21
L865;exception_in_constructor  1904 -1 32
L866;exception_in_constructor  2330 -1 10
L867;D383:2260-07-19
L868;D384:2097-09-02
L869;exception_in_constructor  2382 13 16
L870;D385:2009-04-23
L871;D386:1975-05-30
L872;D387:2248-04-15
L873;exception_in_constructor  2039 2 29
L874;D388:2134-02-11
L875;exception_in_constructor  2376 0 27
L876;D389:2398-09-29
L877;D390:1950-02-07
L878;D391:2055-04-18
L879;D392:2138-09-23
L880;D393:2278-11-14
L881;exception_in_constructor  2335 13 28
L882;D394:2111-06-20
L883;exception_in_constructor  2329 13 3
L884;D395:2018-05-22
L885;D396:2088-05-14
L886;D397:1995-01-01
L887;exception_in_constructor  2265 13 3
L888;D398:1977-09-29
L889;D399:2150-09-11
L890;D400:2172-05-13
L891;D401:2383-11-27
L892;D402:1974-02-18
L893;exception_in_constructor  1930 13 31
L894;exception_in_constructor  1984 1 32
L895;exception_in_constructor  2271 6 31
L896;D403:2115-06-11
L897;D404:2028-06-04
L898;exception_in_constructor  1967 8 32
L899;D405:2008-07-03
L900;D406:1941-04-01
L901;exception_in_constructor  2146 0 15
L902;D407(D0) 1904-02-29
L903;D408(D1) 1908-02-29
L904;D409(D2) 1912-02-29
L905;D410(D3) 1916-02-29
L906;D411(D4) 1920-02-29
L907;D412(D5) 1924-02-29
L908;D413(D6) 1928-02-29
L909;D414(D7) 1932-02-29
L910;D415(D8) 1936-02-29
L911;D416(D9) 1940-02-29
L912;D417(D10) 1944-02-29
L913;D418(D11) 1948-02-29
L914;D419(D12) 1952-02-29
L915;D420(D13) 1956-02-29
L916;D421(D14) 1960-02-29
L917;D422(D15) 1964-02-29
L918;D423(D16) 1968-02-29
L919;D424(D17) 1972-02-29
L920;D425(D18) 1976-02-29
L921;D426(D19) 1980-02-29
L922;D427(D20) 1984-02-29
L923;D428(D21) 1988-02-29
L924;D429(D22) 1992-02-29
L925;D430(D23) 1996-02-29
L926;D431(D24) 2000-02-29
L927;D432(D25) 2004-02-29
L928;D433(D26) 2008-02-29
L929;D434(D27) 2012-02-29
L930;D435(D28) 2016-02-29
L931;D436(D29) 2020-02-29
L932;D437(D30) 2024-02-29
L933;D438(D31) 2028-02-29
L934;D439(D32) 2032-02-29
L935;D440(D33) 2036-02-29
L936;D441(D34) 2040-02-29
L937;D442(D35) 2044-02-29
L938;D443(D36) 2048-02-29
L939;D444(D37) 2052-02-29
L940;D445(D38) 2056-02-29
L941;D446(D39) 2060-02-29
L942;D447(D40) 2064-02-29
L943;D448(D41) 2068-02-29
L944;D449(D42) 2072-02-29
L945;D450(D43) 2076-02-29
L946;D451(D44) 2080-02-29
L947;D452(D45) 2084-02-29
L948;D453(D46) 2088-02-29
L949;D454(D47) 2092-02-29
L950;D455(D48) 2096-02-29
L951;D456(D49) 2104-02-29
L952;D457(D50) 2108-02-29
L953;D458(D51) 2112-02-29
L954;D459(D52) 2116-02-29
L955;D460(D53) 2120-02-29
L956;D461(D54) 2124-02-29
L957;D462(D55) 2128-02-29
L958;D463(D56) 2132-02-29
L959;D464(D57) 2136-02-29
L960;D465(D58) 2140-02-29
L961;D466(D59) 2144-02-29
L962;D467(D60) 2148-02-29
L963;D468(D61) 2152-02-29
L964;D469(D62) 2156-02-29
L965;D470(D63) 2160-02-29
L966;D471(D64) 2164-02-29
L967;D472(D65) 2168-02-29
L968;D473(D66) 2172-02-29
L969;D474(D67) 2176-02-29
L970;D475(D68) 2180-02-29
L971;D476(D69) 2184-02-29
L972;D477(D70) 2188-02-29
L973;D478(D71) 2192-02-29
L974;D479(D72) 2196-02-29
L975;D480(D73) 2204-02-29
L976;D481(D74) 2208-02-29
L977;D482(D75) 2212-02-29
L978;D483(D76) 2216-02-29
L979;D484(D77) 2220-02-29
L980;D485(D78) 2224-02-29
L981;D486(D79) 2228-02-29
L982;D487(D80) 2232-02-29
L983;D488(D81) 2236-02-29
L984;D489(D82) 2240-02-29
L985;D490(D83) 2244-02-29
L986;D491(D84) 2248-02-29
L987;D492(D85) 2252-02-29
L988;D493(D86) 2256-02-29
L989;D494(D87) 2260-02-29
L990;D495(D88) 2264-02-29
L991;D496(D89) 2268-02-29
L992;D497(D90) 2272-02-29
L993;D498(D91) 2276-02-29
L994;D499(D92) 2280-02-29
L995;D500(D93) 2284-02-29
L996;D501(D94) 2288-02-29
L997;D502(D95) 2292-02-29
L998;D503(D96) 2296-02-29
L999;D504(D97) 2304-02-29
L1000;D505(D98) 2308-02-29
L1001;D506(D99) 2312-02-29
L1002;D507(D100) 2316-02-29
L1003;D508(D101) 2320-02-29
L1004;D509(D102) 2324-02-29
L1005;D510(D103) 2328-02-29
L1006;D511(D104) 2332-02-29
L1007;D512(D105) 2336-02-29
L1008;D513(D106) 2340-02-29
L1009;D514(D107) 2344-02-29
L1010;D515(D108) 2348-02-29
L1011;D516(D109) 2352-02-29
L1012;D517(D110) 2356-02-29
L1013;D518(D111) 2360-02-29
L1014;D519(D112) 2364-02-29
L1015;D520(D113) 2368-02-29
L1016;D521(D114) 2372-02-29
L1017;D522(D115) 2376-02-29
L1018;D523(D116) 2380-02-29
L1019;D524(D117) 2384-02-29
L1020;D525(D118) 2388-02-29
L1021;D526(D119) 2392-02-29
L1022;D527(D120) 2396-02-29
L1023;D528(D121) 2199-07-20
L1024;D529(D122) 1943-04-09
L1025;D530(D123) 2003-07-23
L1026;D531(D124) 2068-05-25
L1027;D532(D125) 2294-10-31
L1028;D533(D126) 1981-10-05
L1029;D534(D127) 1929-06-19
L1030;D535(D128) 2380-10-11
L1031;D536(D129) 2265-09-01
L1032;D537(D130) 1938-06-20
L1033;D538(D131) 2323-01-19
L1034;D539(D132) 2113-08-25
L1035;D540(D133) 2385-05-12
L1036;D541(D134) 1997-01-29
L1037;D542(D135) 2025-09-14
L1038;D543(D136) 1905-06-22
L1039;D544(D137) 2220-01-15
L1040;D545(D138) 2206-10-12
L1041;D546(D139) 2164-11-11
L1042;D547(D140) 1948-03-25
L1043;D548(D141) 2168-02-20
L1044;D549(D142) 1996-09-30
L1045;D550(D143) 2032-06-28
L1046;D551(D144) 2269-03-28
L1047;D552(D145) 2171-06-02
L1048;D553(D146) 2266-11-19
L1049;D554(D147) 1989-05-19
L1050;D555(D148) 2206-01-23
L1051;D556(D149) 2326-11-06
L1052;D557(D150) 2148-09-19
L1053;D558(D151) 2199-07-06
L1054;D559(D152) 2371-06-07
L1055;D560(D153) 2081-01-11
L1056;D561(D154) 2390-05-04
L1057;D562(D155) 2122-04-04
L1058;D563(D156) 2338-05-12
L1059;D564(D157) 2172-01-08
L1060;D565(D158) 1953-03-25
L1061;D566(D159) 2327-11-05
L1062;D567(D160) 2003-11-08
L1063;D568(D161) 2313-01-24
L1064;D569(D162) 2111-05-22
L1065;D570(D163) 2341-11-25
L1066;D571(D164) 1918-09-21
L1067;D572(D165) 2251-11-08
L1068;D573(D166) 2172-05-27
L1069;D574(D167) 2166-06-16
L1070;D575(D168) 1994-12-12
L1071;D576(D169) 2389-07-09
L1072;D577(D170) 2078-06-19
L1073;D578(D171) 1959-07-18
L1074;D579(D172) 2365-11-04
L1075;D580(D173) 2232-04-12
L1076;D581(D174) 1937-05-19
L1077;D582(D175) 2131-10-01
L1078;D583(D176) 2283-08-09
L1079;D584(D177) 1958-07-11
L1080;D585(D178) 2346-08-02
L1081;D586(D179) 2386-02-11
L1082;D587(D180) 2136-09-22
L1083;D588(D181) 2197-10-05
L1084;D589(D182) 2318-09-25
L1085;D590(D183) 2216-04-09
L1086;D591(D184) 2236-12-07
L1087;D592(D185) 2257-12-03
L1088;D593(D186) 2171-10-09
L1089;D594(D187) 1936-05-29
L1090;D595(D188) 2358-11-09
L1091;D596(D189) 2339-06-22
L1092;D597(D190) 2391-07-27
L1093;D598(D191) 1961-04-17
L1094;D599(D192) 2082-09-11
L1095;D600(D193) 2038-12-31
L1096;D601(D194) 2260-05-29
L1097;D602(D195) 1946-05-01
L1098;D603(D196) 2240-08-05
L1099;D604(D197) 1921-05-12
L1100;D605(D198) 2385-07-15
L1101;D606(D199) 2110-11-01
L1102;D607(D200) 2292-01-26
L1103;D608(D201) 2108-08-27
L1104;D609(D202) 2027-10-13
L1105;D610(D203) 1953-01-11
L1106;D611(D204) 2259-08-04
L1107;D612(D205) 2017-06-13
L1108;D613(D206) 2142-05-02
L1109;D614(D207) 2078-06-09
L1110;D615(D208) 2365-03-17
L1111;D616(D209) 2204-10-04
L1112;D617(D210) 2052-02-09
L1113;D618(D211) 2118-04-27
L1114;D619(D212) 2297-11-01
L1115;D620(D213) 2103-05-25
L1116;D621(D214) 2120-11-11
L1117;D622(D215) 1903-03-18
L1118;D623(D216) 1996-11-25
L1119;D624(D217) 2053-01-29
L1120;D625(D218) 2058-11-16
L1121;D626(D219) 2388-09-05
L1122;D627(D220) 2020-06-07
L1123;D628(D221) 2089-05-22
L1124;D629(D222) 2128-07-31
L1125;D630(D223) 2250-02-12
L1126;D631(D224) 2008-01-31
L1127;D632(D225) 2342-04-25
L1128;D633(D226) 2351-12-22
L1129;D634(D227) 1961-02-19
L1130;D635(D228) 2210-06-26
L1131;D636(D229) 1983-10-27
L1132;D637(D230) 2137-07-15
L1133;D638(D231) 2094-11-17
L1134;D639(D232) 2364-06-09
L1135;D640(D233) 2088-03-10
L1136;D641(D234) 2317-02-06
L1137;D642(D235) 2233-08-02
L1138;D643(D236) 2334-07-20
L1139;D644(D237) 1923-06-19
L1140;D645(D238) 2353-04-20
L1141;D646(D239) 1916-04-09
L1142;D647(D240) 2135-12-18
L1143;D648(D241) 2292-12-25
L1144;D649(D242) 1970-02-07
L1145;D650(D243) 2072-08-26
L1146;D651(D244) 2032-01-09
L1147;D652(D245) 2321-12-31
L1148;D653(D246) 2168-07-10
L1149;D654(D247) 2095-12-12
L1150;D655(D248) 2246-11-27
L1151;D656(D249) 2396-08-08
L1152;D657(D250) 2030-08-31
L1153;D658(D251) 2034-04-26
L1154;D659(D252) 1906-12-03
L1155;D660(D253) 2220-12-20
L1156;D661(D254) 2299-06-03
L1157;D662(D255) 1916-03-16
L1158;D663(D256) 2039-12-10
L1159;D664(D257) 2391-02-06
L1160;D665(D258) 2237-11-23
L1161;D666(D259) 2138-04-23
L1162;D667(D260) 2283-06-03
L1163;D668(D261) 2354-10-21
L1164;D669(D262) 2109-08-13
L1165;D670(D263) 2045-07-24
L1166;D671(D264) 2059-10-22
L1167;D672(D265) 2155-08-01
L1168;D673(D266) 2283-10-21
L1169;D674(D267) 2149-01-19
L1170;D675(D268) 1992-08-23
L1171;D676(D269) 2320-07-12
L1172;D677(D270) 2094-03-23
L1173;D678(D271) 2046-01-05
L1174;D679(D272) 2095-02-26
L1175;D680(D273) 1904-09-28
L1176;D681(D274) 2285-02-25
L1177;D682(D275) 2166-10-27
L1178;D683(D276) 1926-02-06
L1179;D684(D277) 2099-09-19
L1180;D685(D278) 1900-02-24
L1181;D686(D279) 1959-02-03
L1182;D687(D280) 2391-09-17
L1183;D688(D281) 2327-07-03
L1184;D689(D282) 2146-05-22
L1185;D690(D283) 2359-04-19
L1186;D691(D284) 2282-04-06
L1187;D692(D285) 2256-01-12
L1188;D693(D286) 2328-04-05
L1189;D694(D287) 2050-08-30
L1190;D695(D288) 1912-11-28
L1191;D696(D289) 2228-11-29
L1192;D697(D290) 1998-04-11
L1193;D698(D291) 2390-04-15
L1194;D699(D292) 2082-01-16
L1195;D700(D293) 2377-12-01
L1196;D701(D294) 2118-03-02
L1197;D702(D295) 2119-11-27
L1198;D703(D296) 2227-09-07
L1199;D704(D297) 2325-10-18
L1200;D705(D298) 2083-01-28
L1201;D706(D299) 2043-05-19
L1202;D372 -= -3 2195-01-07
L1203; D372>=D574 TRUE
L1204; D372 month=1
L1205; D372>D136 TRUE
L1206; D372 week_day_name=wednesday
L1207;D23 -- 1996-02-28
L1208; D23 != D358 TRUE
L1209; D23<=D252 FALSE
L1210; D23 days_this_month=29
L1211; D23 mod_julian_day=50141
L1212;D277 -= 9 2099-09-10
L1213; D277 year=2099
L1214; D277<D301 TRUE
L1215;D50 -- 2108-02-28
L1216; D50<=D554 FALSE
L1217;D173 added 0 months 2232-05-12
L1218; D173 != D142 TRUE
L1219;D163 += 5 2341-11-30
L1220;D163 added 0 years 2342-11-30
L1221;D590 += -10 2216-03-30
L1222; D590-D83 = -10197
L1223;D395 added 0 months 2018-06-22
L1224; D395-D26 = 3766
L1225; D395 week_day=5
L1226; D395 day=22
L1227; D395<D260 TRUE
L1228; D180-D391 = 29742
L1229; D180 days_this_month=30
L1230;D225 ++ 2342-04-26
L1231;D225 added 1 months 2342-05-26
L1232;D380=D588 2197-10-05
L1233; D380 printed 2197-10-05
L1234; D380-D569 = 31548
L1235; D380>=D198 FALSE
L1236;D138 added 0 months 2206-11-12
L1237; D138 year=2206
L1238;D586 -- 2386-02-10
L1239; D586 != D441 TRUE
L1240; D586>D274 TRUE
L1241; D586 year=2386
L1242; D586<D87 FALSE
L1243; D536 week_day_name=friday
L1244; D536 year=2265
L1245; D536 month_name=september
L1246;D139 ++ 2164-11-12
L1247;D139 added 5 years 2169-11-12
L1248;D295 ++ 2119-11-28
L1249;D575 -= -1 1994-12-13
L1250;D575=D80 2232-02-29
L1251; D575 year=2232
L1252; D575 != D321 TRUE
L1253; D575 week_day_name=wednesday
L1254; D575 printed 2232-02-29
L1255; D559 printed 2371-06-07
L1256; D559 day=7
L1257;D513=D38 2056-02-29
L1258;D513 added -5 months 2055-09-29
L1259; D440 month=2
L1260;D416 added 8 months 1940-10-29
L1261; D416>=D173 FALSE
L1262;D355=D482 2212-02-29
L1263; D355<=D568 TRUE
L1264; D578 mod_julian_day=36767
L1265; D578 days_this_month=31
L1266; D578 month=7
L1267; D578 week_day_name=saturday
L1268;D184 added 0 years 2237-12-07
L1269;D184 -= 9 2237-11-28
L1270; D184 mod_julian_day=138438
L1271; D184 != D133 TRUE
L1272;D121 added 0 years 2200-07-20
L1273; D121 days_this_month=31
L1274; D121 week_day_name=sunday
L1275; D121-D327 = 27693
L1276; D121 week_day=7
L1277; D587 != D237 TRUE
L1278;D204 added 0 months 2259-09-04
L1279; D204 month=9
L1280;D401 -- 2383-11-26
L1281;D401 added 10 months 2384-09-26
L1282; D401 != D179 TRUE
L1283; D401<D134 FALSE
L1284; D401 year=2384
L1285; D401>=D370 TRUE
L1286; D488 day=29
L1287; D488 != D355 TRUE
L1288;D343 += -6 2334-11-07
L1289; D343-D511 = 982
L1290; D343 day=7
L1291; D343 != D521 TRUE
L1292; D343<D168 FALSE
L1293; D344 day=22
L1294; D344<D440 FALSE
L1295; D344 printed 2274-01-22
L1296;D176=D113 2368-02-29
L1297;D204 -- 2259-09-03
L1298; D204<=D483 FALSE
L1299;D460 added 0 years 2121-02-28
L1300;D460 added 9 months 2121-11-28
L1301; D460 != D476 TRUE
L1302; D460 == D261 FALSE
L1303; D460 week_day_name=friday
L1304;D265 added -10 months 2154-10-01
L1305;D265 -= -7 2154-10-08
L1306; D265 == D297 FALSE
L1307;D469 added -5 months 2155-09-29
L1308; D469<=D263 FALSE
L1309; D469 != D511 TRUE
L1310; D108<=D536 FALSE
L1311; D19 year=1980
L1312;D14 added 1 years 1961-02-28
L1313;D14 added 0 years 1962-02-28
L1314; D14>D354 TRUE
L1315; D14 days_this_month=28
L1316; D14 month_name=february
L1317; D14-D475 = -79624
L1318;D311 -- 1967-11-05
L1319;D311 added -3 months 1967-08-05
L1320; D311>D8 TRUE
L1321;D126 added 0 months 1981-11-05
L1322;D126 added 0 months 1981-11-05
L1323; D126 month_name=november
L1324; D126 days_this_month=30
L1325; D126<D309 TRUE
L1326; D59 == D519 FALSE
L1327; D59 week_day_name=saturday
L1328; D59 month_name=february
L1329; D59 != D356 TRUE
L1330;D249 += -9 2396-07-30
L1331;D70 added -4 years 2184-02-29
L1332; D70<=D146 TRUE
L1333;D102=D278 1900-02-24
L1334;D102 added 2 months 1900-04-24
L1335; D102 != D523 TRUE
L1336; D102 day=24
L1337;D549 -= -4 1996-10-04
L1338;D549 added -8 years 1988-10-04
L1339; D549<D540 TRUE
L1340; D549-D515 = -131269
L1341;D80 added -2 years 2230-02-28
L1342; D80<=D358 TRUE
L1343; D80<D552 FALSE
L1344; D80 days_this_month=28
L1345; D80>D67 TRUE
L1346;D580 added 3 months 2232-07-12
L1347;D580 ++ 2232-07-13
L1348; D580<=D251 FALSE
L1349; D580 week_day=5
L1350;D537 += -10 1938-06-10
L1351;D537 added 0 months 1938-07-10
L1352; D537 month=7
L1353; D537 year=1938
L1354; D537>D423 FALSE
L1355; D113 month_name=february
L1356; D113 days_this_month=29
L1357; D113 week_day_name=thursday
L1358;D169 added -5 years 2384-07-09
L1359;D169=D442 2044-02-29
L1360; D169-D328 = -71111
L1361; D169 month=2
L1362; D169>=D439 TRUE
L1363; D169 year=2044
L1364;D463 += 2 2132-03-02
L1365;D463 added 0 months 2132-04-02
L1366; D463 != D409 TRUE
L1367; D463 month=4
L1368; D463 week_day=3
L1369; D463>=D387 FALSE
L1370; D23<=D125 TRUE
L1371; D23 day=28
L1372; D10 month=2
L1373; D10 day=29
L1374; D10 mod_julian_day=31149
L1375; D10 printed 1944-02-29
L1376; D182>D73 TRUE
L1377; D182 month_name=september
L1378; D182 day=25
L1379; D182 printed 2318-09-25
L1380; D16<D36 TRUE
L1381; D16 week_day_name=thursday
L1382; D16<=D290 TRUE
L1383; D16 week_day=4
L1384; D61>D398 TRUE
L1385; D61<D448 FALSE
L1386;D58 -= -9 2140-03-09
L1387;D58 added 0 years 2141-03-09
L1388; D58 week_day=4
L1389; D58<=D59 TRUE
L1390; D58 month=3
L1391;D244 -= 0 2032-01-09
L1392; D42<=D161 TRUE
L1393; D42 printed 2072-02-29
L1394; D42>=D590 FALSE
L1395; D42 month=2
L1396;D202 ++ 2027-10-14
L1397; D202 != D258 TRUE
L1398; D202 week_day=4
L1399; D202 week_day_name=thursday
L1400; D202 day=14
L1401; D359 == D22 FALSE
L1402; D359 week_day=7
L1403; D359 days_this_month=30
L1404; D359 printed 1901-06-02
L1405;D297 -- 2325-10-17
L1406;D297=D464 2136-02-29
L1407; D297<D468 TRUE
L1408; D165 day=8
L1409; D165 week_day=6
L1410; D165 week_day_name=saturday
L1411; D165 month_name=november
L1412; D347 days_this_month=28
L1413; D347 printed 2154-02-07
L1414; D347>=D422 TRUE
L1415; D347 month=2
L1416; D317 == D185 FALSE
L1417; D317<D105 TRUE
L1418; D317>D162 TRUE
L1419; D317 printed 2313-02-25
L1420; D579 mod_julian_day=185165
L1421;D224 -- 2008-01-30
L1422; D224>D335 FALSE
L1423;D579 added 0 years 2366-11-04
L1424; D579<=D139 FALSE
L1425; D579 days_this_month=30
L1426;D48 -= -6 2096-03-06
L1427;D48 ++ 2096-03-07
L1428; D48<=D372 TRUE
L1429;D525 -= 4 2388-02-25
L1430; D525 != D100 TRUE
L1431; D525 == D0 FALSE
L1432;D213 added 0 years 2104-05-25
L1433;D213 added 10 months 2105-03-25
L1434; D213 month_name=march
L1435;D102 -- 1900-04-23
L1436; D95>D212 FALSE
L1437; D95-D452 = 75970
L1438; D95 days_this_month=29
L1439; D95 year=2292
L1440;D359 ++ 1901-06-03
L1441;D359=D8 1936-02-29
L1442; D359 year=1936
L1443; D359<D130 TRUE
L1444;D67 -- 2176-02-28
L1445;D67 added 0 years 2177-02-28
L1446;D558 ++ 2199-07-07
L1447;D558 -- 2199-07-06
L1448; D558>D11 TRUE
L1449; D558 printed 2199-07-06
L1450; D558>=D535 FALSE
L1451; D558-D373 = 72898
L1452;D394 added -3 months 2111-03-20
L1453;D394 added 0 months 2111-04-20
L1454;D201 added 0 months 2108-09-27
L1455;D201=D28 2016-02-29
L1456; D201 != D483 TRUE
L1457; D201<D98 TRUE
L1458;D352 ++ 2139-12-16
L1459; D352 mod_julian_day=102662
L1460; D352 week_day_name=wednesday
L1461; D352 != D214 TRUE
L1462; D121 == D115 FALSE
L1463; D121 day=20
L1464; D121 printed 2200-07-20
L1465;D21 -= 10 1988-02-19
L1466;D21 ++ 1988-02-20
L1467; D21 year=1988
L1468; D61 year=2152
L1469;D136=D120 2396-02-29
L1470;D136 added 0 years 2397-02-28
L1471; D136 mod_julian_day=196604
L1472; D136>D369 TRUE
L1473; D136 month_name=february
L1474;D58 added 0 months 2141-04-09
L1475;D58 added 5 years 2146-04-09
L1476; D58 week_day_name=saturday
L1477; D58 mod_julian_day=104968
L1478; D58<D561 TRUE
L1479;D136 added 10 months 2397-12-28
L1480;D136 added 0 years 2398-12-28
L1481; D136 year=2398
L1482; D136>=D572 TRUE
L1483; D136 != D483 TRUE
L1484; D136 week_day=1
L1485;D517=D361 2222-09-25
L1486; D517<=D239 FALSE
L1487; D493 printed 2256-02-29
L1488; D493>D197 TRUE
L1489; D493 mod_julian_day=145105
L1490;D104 -- 2332-02-28
L1491;D104 added 0 years 2333-02-28
L1492; D104 days_this_month=28
L1493; D104<=D138 FALSE
L1494; D104-D278 = 158154
L1495;D386 += 4 1975-06-03
L1496;D386 -= -8 1975-06-11
L1497; D386<=D131 TRUE
L1498; D386 printed 1975-06-11
L1499;D128 added 0 months 2380-11-11
L1500;D128 -= 9 2380-11-02
L1501; D128 week_day_name=sunday
L1502; D128 printed 2380-11-02
L1503; D128>D226 TRUE
L1504;D146 added 0 years 2267-11-19
