L1;D set_k_time 1906167765
L874;D367=D242 2019-08-26
L875;D262=D54 1933-10-02
L876;D81=D398 2122-05-21
L877;D327=D215 2137-08-06
L878;D38=D223 2017-12-04
L879;D231=D123 2366-05-28
L880;D96=D146 2256-12-23
L881;D60=D193 2000-05-21
L882;D102=D373 2002-04-25
L883;D299=D177 2034-01-14
L884;D232=D417 2047-06-24
L885;D294=D193 2000-06-03
L886;D388=D57 2137-08-20
L887;D308=D413 2482-03-04
L888;D116=D124 2263-10-11
L889;D242=D277 2291-11-04
L890;D66=D244 1985-09-08
L891;D439=D12 1977-04-29
L892;D141=D397 2458-03-12
L893;D421=D21 1980-01-26
L894;D403=D197 2184-08-27
L895;D37=D322 2184-08-27
L896;D431=D177 2034-01-27
L897;D434=D382 1998-07-27
L898;D376=D76 1962-04-19
L899;D207=D484 2035-07-08
L900;D332=D400 2431-12-23
L901;D481=D61 1997-10-02
L902;D335=D382 1998-07-14
L903;D131=D321 2157-08-08
L904;D438=D108 2169-08-08
L905;D113=D214 2410-03-11
L906;D203=D221 2056-09-13
L907;D230=D301 2262-09-02
L908;D494=D282 2263-09-26
L909;D461=D481 1997-10-02
L910;D390=D227 2106-04-09
L911;D327=D254 2015-10-12
L912;D42=D15 1995-12-10
L913;D26=D161 2100-02-29
L914;D248=D269 2150-06-03
L915;D170=D396 2195-11-20
L916;D137=D284 2000-03-13
L917;D99=D32 2027-02-13
L918;D211=D180 1974-04-12
L919;D77=D62 2210-11-17
L920;D360=D441 1900-03-13
L921;D482=D464 1977-06-06
L922;D274=D91 1989-02-06
L923;D252=D188 1978-01-26
L924;D205=D86 1985-09-21
L925;D129=D155 2136-08-18
L926;D77=D440 2476-10-03
L927;D129=D66 1985-09-21
L928;D27=D97 2016-05-17
L929;D276=D219 1997-10-02
L930;D23=D63 2056-09-13
L931;D254=D328 2331-10-15
L932;D326=D245 2034-12-20
L933;D484=D305 1974-04-12
L934;D332=D131 2157-07-25
L935;D79=D475 2144-01-11
L936;D283=D150 2414-08-04
L937;D181=D419 2415-02-02
L938;D354=D195 2168-08-01
L939;D84=D78 2029-02-10
L940;D107=D472 1981-10-24
L941; D0-D95 = -28590
L942; D0-D429 = -130312
L943; D0 mod_julian_day=15091
L944; D0 printed 1900-02-29
L945; D0 != D199 TRUE
L946; D0<=D139 TRUE
L947; D0>D312 FALSE
L948; D0>=D330 FALSE
L949; D0<=D465 TRUE
L950; D0<D355 TRUE
L951; D1 printed 2000-02-29
L952; D1-D268 = 10165
L953; D1 printed 2000-02-29
L954; D1 != D88 TRUE
L955; D1>=D133 FALSE
L956; D1<=D11 FALSE
L957; D1<=D13 FALSE
L958; D1>D162 FALSE
L959; D1>D130 FALSE
L960; D1<=D467 TRUE
L961; D2 printed 2000-02-29
L962; D2<=D359 FALSE
L963; D2<=D427 TRUE
L964; D2 != D395 TRUE
L965; D2 == D477 FALSE
L966; D2-D415 = -155814
L967; D2>=D176 TRUE
L968; D2 == D442 FALSE
L969; D2>D484 TRUE
L970; D2<=D243 TRUE
L971; D3 == D64 FALSE
L972; D3<D49 TRUE
L973; D3 == D183 FALSE
L974; D3 mod_julian_day=88141
L975; D3 == D104 FALSE
L976; D3 mod_julian_day=88141
L977; D3<D290 TRUE
L978; D3 != D464 TRUE
L979; D3 printed 2100-02-29
L980; D3>=D262 TRUE
L981; D4 mod_julian_day=124666
L982; D4<=D485 TRUE
L983; D4>D479 TRUE
L984; D4 != D36 TRUE
L985; D4<D42 FALSE
L986; D4 == D92 FALSE
L987; D4<D400 TRUE
L988; D4<D95 FALSE
L989; D4 printed 2200-02-29
L990; D4>=D271 TRUE
L991; D5<=D151 FALSE
L992; D5 == D119 FALSE
L993; D5 == D86 FALSE
L994; D5 printed 2300-02-29
L995; D5>=D120 TRUE
L996; D5<D8 TRUE
L997; D5>=D135 FALSE
L998; D5 != D228 TRUE
L999; D5>=D53 TRUE
L1000; D5 mod_julian_day=161191
L1001; D6>D361 TRUE
L1002; D6>D183 TRUE
L1003; D6 mod_julian_day=197716
L1004; D6>=D410 TRUE
L1005; D6 printed 2400-02-29
L1006; D6 == D215 FALSE
L1007; D6<=D460 FALSE
L1008; D6>=D282 TRUE
L1009; D6 mod_julian_day=197716
L1010; D6>=D443 TRUE
L1011; D7 != D446 TRUE
L1012; D7<D257 FALSE
L1013; D7>D455 TRUE
L1014; D7 mod_julian_day=197700
L1015; D7>D467 TRUE
L1016; D7>D130 FALSE
L1017; D7 == D4 FALSE
L1018; D7<D264 FALSE
L1019; D7<=D166 TRUE
L1020; D7>=D260 TRUE
L1021; D8>=D437 TRUE
L1022; D8 == D252 FALSE
L1023; D8>=D316 TRUE
L1024; D8 != D366 TRUE
L1025; D8<=D305 FALSE
L1026; D8 != D257 TRUE
L1027; D8-D210 = 74983
L1028; D8 != D131 TRUE
L1029; D8<=D386 FALSE
L1030; D8<=D330 FALSE
L1031; D9 == D324 FALSE
L1032; D9-D91 = -3598
L1033; D9<D246 FALSE
L1034; D9>=D58 FALSE
L1035; D9>D415 FALSE
L1036; D9 != D56 TRUE
L1037; D9-D169 = -128748
L1038; D9-D360 = 28887
L1039; D9 mod_julian_day=43978
L1040; D9<=D252 FALSE
L1041; D10>=D340 FALSE
L1042; D10 != D431 TRUE
L1043; D10 printed 2037-07-13
L1044; D10>D252 TRUE
L1045; D10 == D133 FALSE
L1046; D10 != D180 TRUE
L1047; D10 printed 2037-07-13
L1048; D10<=D372 FALSE
L1049; D10<=D368 FALSE
L1050; D10>D217 FALSE
L1051; D11 mod_julian_day=49348
L1052; D11<=D343 FALSE
L1053; D11>D378 TRUE
L1054; D11>=D422 FALSE
L1055; D11>=D442 FALSE
L1056; D11 mod_julian_day=49348
L1057; D11<=D188 FALSE
L1058; D11>D29 FALSE
L1059; D11<D178 TRUE
L1060; D11-D261 = 5396
L1061; D12 printed 1977-04-16
L1062; D12<D99 TRUE
L1063; D12 != D355 TRUE
L1064; D12 != D449 TRUE
L1065; D12 == D41 FALSE
L1066; D12 == D182 FALSE
L1067; D12>=D34 FALSE
L1068; D12>D274 FALSE
L1069; D12 printed 1977-04-16
L1070; D12-D279 = -130047
L1071; D13>D50 FALSE
L1072; D13>D458 TRUE
L1073; D13<D90 TRUE
L1074; D13>D466 TRUE
L1075; D13 mod_julian_day=50144
L1076; D13 == D258 FALSE
L1077; D13-D450 = 6166
L1078; D13<D481 TRUE
L1079; D13-D314 = 5243
L1080; D13 == D118 FALSE
L1081; D14-D327 = -2585
L1082; D14>D113 FALSE
L1083; D14-D269 = -51763
L1084; D14 == D397 FALSE
L1085; D14 mod_julian_day=54735
L1086; D14 != D318 TRUE
L1087; D14-D29 = 3477
L1088; D14>=D240 FALSE
L1089; D14 != D256 TRUE
L1090; D14-D78 = -7442
L1091; D15 == D158 FALSE
L1092; D15<D244 FALSE
L1093; D15 printed 1995-12-10
L1094; D15>=D186 FALSE
L1095; D15 printed 1995-12-10
L1096; D15<D261 FALSE
L1097; D15 != D185 TRUE
L1098; D15>D88 TRUE
L1099; D15>=D359 TRUE
L1100; D15 printed 1995-12-10
L1101; D16-D13 = 14239
L1102; D16<=D323 TRUE
L1103; D16>=D476 FALSE
L1104; D16 printed 2035-02-12
L1105; D16<D151 FALSE
L1106; D16<D29 FALSE
L1107; D16 mod_julian_day=64383
L1108; D16 printed 2035-02-12
L1109; D16>=D119 FALSE
L1110; D16>=D425 FALSE
L1111; D17 printed 1988-07-14
L1112; D17>D451 FALSE
L1113; D17-D430 = 10261
L1114; D17 mod_julian_day=47369
L1115; D17 printed 1988-07-14
L1116; D17 != D191 TRUE
L1117; D17 == D332 FALSE
L1118; D17 == D112 FALSE
L1119; D17<=D40 TRUE
L1120; D17-D313 = 3835
L1121; D18 printed 1994-10-06
L1122; D18 != D74 TRUE
L1123; D18<D217 TRUE
L1124; D18 printed 1994-10-06
L1125; D18 != D121 TRUE
L1126; D18<D23 TRUE
L1127; D18<D493 TRUE
L1128; D18<=D406 TRUE
L1129; D18 == D256 FALSE
L1130; D18<D473 TRUE
L1131; D19 != D192 TRUE
L1132; D19<D393 FALSE
L1133; D19<D424 TRUE
L1134; D19>=D59 FALSE
L1135; D19-D18 = 14345
L1136; D19>D274 TRUE
L1137; D19<D166 TRUE
L1138; D19 != D385 TRUE
L1139; D19-D380 = 6451
L1140; D19>D490 TRUE
L1141; D20 printed 2023-12-14
L1142; D20 == D221 FALSE
L1143; D20 != D35 TRUE
L1144; D20<D255 TRUE
L1145; D20>=D470 TRUE
L1146; D20 == D313 FALSE
L1147; D20 != D432 TRUE
L1148; D20 printed 2023-12-14
L1149; D20 mod_julian_day=60305
L1150; D20>D198 FALSE
L1151; D21 mod_julian_day=44277
L1152; D21 mod_julian_day=44277
L1153; D21-D207 = -20239
L1154; D21 printed 1980-01-26
L1155; D21 mod_julian_day=44277
L1156; D21<D144 TRUE
L1157; D21 == D285 FALSE
L1158; D21<D342 TRUE
L1159; D21>D103 TRUE
L1160; D21>=D344 FALSE
L1161; D22 printed 1974-04-12
L1162; D22<=D303 TRUE
L1163; D22>=D423 FALSE
L1164; D22 mod_julian_day=42162
L1165; D22<D267 FALSE
L1166; D22-D367 = -16572
L1167; D22 == D487 FALSE
L1168; D22<=D131 TRUE
L1169; D22<=D464 TRUE
L1170; D22-D207 = -22354
L1171; D23 printed 2056-09-13
L1172; D23 printed 2056-09-13
L1173; D23<=D315 FALSE
L1174; D23-D312 = 21009
L1175; D23<=D315 FALSE
L1176; D23-D456 = 22193
L1177; D23 == D310 FALSE
L1178; D23<=D331 TRUE
L1179; D23 printed 2056-09-13
L1180; D23 == D138 FALSE
L1181; D24 printed 1994-06-18
L1182; D24 == D7 FALSE
L1183; D24-D1 = -2082
L1184; D24<D146 TRUE
L1185; D24 == D277 FALSE
L1186; D24 != D25 TRUE
L1187; D24-D436 = -99263
L1188; D24 mod_julian_day=49534
L1189; D24-D207 = -14982
L1190; D24-D152 = -171984
L1191; D25>=D16 FALSE
L1192; D25 mod_julian_day=47697
L1193; D25<D98 TRUE
L1194; D25>=D136 FALSE
L1195; D25 != D340 TRUE
L1196; D25 != D339 TRUE
L1197; D25-D140 = -35022
L1198; D25<=D239 TRUE
L1199; D25 printed 1989-06-07
L1200; D25-D201 = -16819
L1201; D26<=D430 FALSE
L1202; D26-D417 = 19256
L1203; D26 mod_julian_day=88141
L1204; D26>=D446 FALSE
L1205; D26-D255 = -117940
L1206; D26<D452 FALSE
L1207; D26>=D377 TRUE
L1208; D26<=D84 FALSE
L1209; D26<=D76 FALSE
L1210; D26 printed 2100-02-29
L1211; D27<D332 TRUE
L1212; D27>=D467 TRUE
L1213; D27-D9 = 13560
L1214; D27<=D370 TRUE
L1215; D27 mod_julian_day=57538
L1216; D27<=D153 TRUE
L1217; D27-D263 = -26184
L1218; D27>=D128 FALSE
L1219; D27>D256 FALSE
L1220; D27>D494 FALSE
L1221; D28 printed 2004-06-01
L1222; D28>D166 FALSE
L1223; D28>=D303 FALSE
L1224; D28<=D298 FALSE
L1225; D28<D338 FALSE
L1226; D28 mod_julian_day=53170
L1227; D28<=D167 FALSE
L1228; D28 == D487 FALSE
L1229; D28>=D257 TRUE
L1230; D28 != D177 TRUE
L1231; D29 != D339 TRUE
L1232; D29>=D67 FALSE
L1233; D29>=D357 FALSE
L1234; D29 mod_julian_day=51258
L1235; D29-D422 = -81592
L1236; D29 mod_julian_day=51258
L1237; D29>D155 FALSE
L1238; D29 printed 1999-03-08
L1239; D29>=D54 TRUE
L1240; D29 printed 1999-03-08
L1241; D30>=D151 TRUE
L1242; D30 != D173 TRUE
L1243; D30 mod_julian_day=43534
L1244; D30<=D467 TRUE
L1245; D30>D431 FALSE
L1246; D30<D116 TRUE
L1247; D30>=D42 FALSE
L1248; D30>=D159 FALSE
L1249; D30<=D200 TRUE
L1250; D30-D314 = -1367
L1251; D31<=D305 FALSE
L1252; D31>D470 FALSE
L1253; D31 mod_julian_day=44901
L1254; D31>D171 FALSE
L1255; D31-D250 = -6149
L1256; D31 mod_julian_day=44901
L1257; D31>=D333 FALSE
L1258; D31 printed 1981-10-11
L1259; D31-D121 = -128408
L1260; D31>=D185 FALSE
L1261; D32>=D301 FALSE
L1262; D32>=D148 FALSE
L1263; D32<=D61 FALSE
L1264; D32 == D252 FALSE
L1265; D32<D159 FALSE
L1266; D32<D478 TRUE
L1267; D32<D479 TRUE
L1268; D32 != D406 TRUE
L1269; D32<D148 TRUE
L1270; D32 mod_julian_day=61449
L1271; D33 mod_julian_day=47767
L1272; D33>D326 FALSE
L1273; D33>D492 FALSE
L1274; D33>=D448 FALSE
L1275; D33 == D489 FALSE
L1276; D33 == D467 FALSE
L1277; D33 == D28 FALSE
L1278; D33-D36 = 15079
L1279; D33>D299 FALSE
L1280; D33>D8 FALSE
L1281; D34<D133 FALSE
L1282; D34>=D434 TRUE
L1283; D34 printed 2144-01-11
L1284; D34<D81 FALSE
L1285; D34>=D153 FALSE
L1286; D34 printed 2144-01-11
L1287; D34 printed 2144-01-11
L1288; D34 mod_julian_day=104163
L1289; D34 != D431 TRUE
L1290; D34>=D383 TRUE
L1291; D35>D412 FALSE
L1292; D35 == D99 FALSE
L1293; D35>D81 FALSE
L1294; D35<D415 TRUE
L1295; D35 == D170 FALSE
L1296; D35<=D424 TRUE
L1297; D35>=D294 TRUE
L1298; D35-D42 = 20728
L1299; D35 mod_julian_day=70802
L1300; D35 printed 2052-09-09
L1301; D36 printed 1948-05-04
L1302; D36 printed 1948-05-04
L1303; D36 mod_julian_day=32688
L1304; D36-D78 = -29489
L1305; D36>D423 FALSE
L1306; D36 != D372 TRUE
L1307; D36<=D218 TRUE
L1308; D36 != D68 TRUE
L1309; D36 printed 1948-05-04
L1310; D36 == D258 FALSE
L1311; D37 printed 2184-08-27
L1312; D37 printed 2184-08-27
L1313; D37 != D366 TRUE
L1314; D37 mod_julian_day=119002
L1315; D37-D242 = -39150
L1316; D37<=D146 TRUE
L1317; D37<D262 FALSE
L1318; D37>D80 TRUE
L1319; D37 != D72 TRUE
L1320; D37 mod_julian_day=119002
L1321; D38<=D45 TRUE
L1322; D38>D364 TRUE
L1323; D38>=D150 FALSE
L1324; D38>=D176 TRUE
L1325; D38>=D199 FALSE
L1326; D38 mod_julian_day=58104
L1327; D38-D217 = -119556
L1328; D38 mod_julian_day=58104
L1329; D38>D26 FALSE
L1330; D38 printed 2017-12-04
L1331; D39<=D94 FALSE
L1332; D39 mod_julian_day=119002
L1333; D39>D235 TRUE
L1334; D39<=D438 FALSE
L1335; D39 printed 2184-08-27
L1336; D39 == D478 FALSE
L1337; D39>D358 FALSE
L1338; D39>=D134 TRUE
L1339; D39<D277 TRUE
L1340; D39-D26 = 30861
L1341; D40 printed 2490-10-06
L1342; D40>=D193 TRUE
L1343; D40>=D488 TRUE
L1344; D40<D10 FALSE
L1345; D40<=D111 FALSE
L1346; D40 == D341 FALSE
L1347; D40 mod_julian_day=230808
L1348; D40-D492 = 81219
L1349; D40 mod_julian_day=230808
L1350; D40 == D457 FALSE
L1351; D41 == D153 FALSE
L1352; D41 == D296 FALSE
L1353; D41>=D27 TRUE
L1354; D41<D106 FALSE
L1355; D41 == D344 FALSE
L1356; D41>=D397 FALSE
L1357; D41>=D429 TRUE
L1358; D41 printed 2421-07-11
L1359; D41<=D468 FALSE
L1360; D41>D18 TRUE
L1361; D42 != D466 TRUE
L1362; D42 printed 1995-12-10
L1363; D42 != D163 TRUE
L1364; D42<=D147 FALSE
L1365; D42-D151 = 9780
L1366; D42<D388 TRUE
L1367; D42<=D76 FALSE
L1368; D42<D8 TRUE
L1369; D42>=D193 FALSE
L1370; D42 printed 1995-12-10
L1371; D43<D166 TRUE
L1372; D43 printed 2035-06-25
L1373; D43 mod_julian_day=64516
L1374; D43>D400 FALSE
L1375; D43 printed 2035-06-25
L1376; D43<D348 FALSE
L1377; D43-D323 = -166292
L1378; D43 mod_julian_day=64516
L1379; D43<=D90 FALSE
L1380; D43-D238 = 5511
L1381; D44<D331 FALSE
L1382; D44 mod_julian_day=219796
L1383; D44 == D175 FALSE
L1384; D44-D388 = 117982
L1385; D44 mod_julian_day=219796
L1386; D44 mod_julian_day=219796
L1387; D44 != D245 TRUE
L1388; D44 printed 2460-08-12
L1389; D44 != D329 TRUE
L1390; D44 mod_julian_day=219796
L1391; D45>D5 TRUE
L1392; D45 == D43 FALSE
L1393; D45>=D240 TRUE
L1394; D45 mod_julian_day=172726
L1395; D45>=D17 TRUE
L1396; D45>=D227 TRUE
L1397; D45<D448 TRUE
L1398; D45 != D262 TRUE
L1399; D45<=D237 FALSE
L1400; D45 mod_julian_day=172726
L1401; D46 != D186 TRUE
L1402; D46<=D10 FALSE
L1403; D46 != D10 TRUE
L1404; D46<D282 FALSE
L1405; D46 mod_julian_day=219713
L1406; D46 printed 2460-05-21
L1407; D46 mod_julian_day=219713
L1408; D46 == D129 FALSE
L1409; D46-D168 = 154448
L1410; D46 == D90 FALSE
L1411; D47<=D83 FALSE
L1412; D47>D83 TRUE
L1413; D47<=D199 FALSE
L1414; D47-D58 = 144676
L1415; D47 == D246 FALSE
L1416; D47>D382 TRUE
L1417; D47<D146 FALSE
L1418; D47<=D493 FALSE
L1419; D47<=D41 FALSE
L1420; D47 == D397 FALSE
L1421; D48<D255 TRUE
L1422; D48<=D211 FALSE
L1423; D48 mod_julian_day=118920
L1424; D48 mod_julian_day=118920
L1425; D48 mod_julian_day=118920
L1426; D48 == D463 FALSE
L1427; D48>D96 FALSE
L1428; D48 != D284 TRUE
L1429; D48 printed 2184-06-06
L1430; D48 == D305 FALSE
L1431; D49 printed 2383-01-05
L1432; D49<D177 FALSE
L1433; D49>=D224 TRUE
L1434; D49 != D29 TRUE
L1435; D49>=D363 TRUE
L1436; D49<=D424 FALSE
L1437; D49 mod_julian_day=191452
L1438; D49>D55 TRUE
L1439; D49 mod_julian_day=191452
L1440; D49 printed 2383-01-05
L1441; D50 != D464 TRUE
L1442; D50 mod_julian_day=103117
L1443; D50>=D487 FALSE
L1444; D50<=D307 FALSE
L1445; D50 == D131 FALSE
L1446; D50 == D195 FALSE
L1447; D50>D95 TRUE
L1448; D50<D252 FALSE
L1449; D50>D119 FALSE
L1450; D50-D356 = 42364
L1451; D51<=D399 FALSE
L1452; D51-D482 = 106276
L1453; D51 != D111 TRUE
L1454; D51 printed 2268-05-25
L1455; D51-D140 = 66870
L1456; D51-D236 = 36164
L1457; D51<D295 FALSE
L1458; D51<=D105 FALSE
L1459; D51<D468 FALSE
L1460; D51<=D419 TRUE
L1461; D52-D73 = 115280
L1462; D52 mod_julian_day=159258
L1463; D52-D187 = 108000
L1464; D52>=D470 TRUE
L1465; D52-D40 = -71550
L1466; D52>=D208 TRUE
L1467; D52 != D471 TRUE
L1468; D52-D5 = -1933
L1469; D52-D65 = 101154
L1470; D52 == D191 FALSE
L1471; D53-D219 = -5597
L1472; D53 == D245 FALSE
L1473; D53 printed 1982-05-24
L1474; D53 mod_julian_day=45126
L1475; D53>D480 FALSE
L1476; D53>D421 TRUE
L1477; D53 mod_julian_day=45126
L1478; D53 != D126 TRUE
L1479; D53 printed 1982-05-24
L1480; D53>D147 TRUE
L1481; D54-D365 = -64351
L1482; D54<D259 TRUE
L1483; D54>D159 FALSE
L1484; D54 printed 1933-09-19
L1485; D54 printed 1933-09-19
L1486; D54 printed 1933-09-19
L1487; D54 printed 1933-09-19
L1488; D54>=D22 FALSE
L1489; D54>D475 FALSE
L1490; D54 == D369 FALSE
L1491; D55<=D110 FALSE
L1492; D55>=D83 TRUE
L1493; D55 mod_julian_day=77676
L1494; D55<=D439 FALSE
L1495; D55 mod_julian_day=77676
L1496; D55<D295 FALSE
L1497; D55 mod_julian_day=77676
L1498; D55-D93 = 31953
L1499; D55 mod_julian_day=77676
L1500; D55 == D400 FALSE
L1501; D56 != D140 TRUE
L1502; D56 mod_julian_day=201363
L1503; D56 == D110 FALSE
L1504; D56>D437 TRUE
L1505; D56 printed 2410-02-23
L1506; D56 == D482 FALSE
L1507; D56<D244 FALSE
L1508; D56<=D476 FALSE
L1509; D56<D450 FALSE
L1510; D56<=D91 FALSE
L1511; D57>D320 FALSE
L1512; D57 == D135 FALSE
L1513; D57 != D269 TRUE
L1514; D57>=D308 FALSE
L1515; D57>D488 FALSE
L1516; D57<D189 FALSE
L1517; D57>=D384 TRUE
L1518; D57 == D279 FALSE
L1519; D57 == D268 FALSE
L1520; D57<=D381 FALSE
L1521; D58-D215 = -26728
L1522; D58<D330 TRUE
L1523; D58-D277 = -83066
L1524; D58<D232 FALSE
L1525; D58>D376 TRUE
L1526; D58 printed 2064-06-02
L1527; D58 mod_julian_day=75086
L1528; D58 printed 2064-06-02
L1529; D58 mod_julian_day=75086
L1530; D58 mod_julian_day=75086
L1531; D59>=D435 FALSE
L1532; D59 != D484 TRUE
L1533; D59>D250 TRUE
L1534; D59 printed 2345-04-02
L1535; D59 printed 2345-04-02
L1536; D59<D462 FALSE
L1537; D59 mod_julian_day=177660
L1538; D59-D103 = 133708
L1539; D59 == D450 FALSE
L1540; D59>D487 FALSE
L1541; D60<D486 TRUE
L1542; D60>D359 TRUE
L1543; D60 != D115 TRUE
L1544; D60>D315 FALSE
L1545; D60 != D448 TRUE
L1546; D60 == D38 FALSE
L1547; D60-D177 = -12291
L1548; D60 != D101 TRUE
L1549; D60 == D98 FALSE
L1550; D60>D309 FALSE
L1551; D61>=D395 FALSE
L1552; D61>D281 FALSE
L1553; D61 mod_julian_day=50723
L1554; D61 mod_julian_day=50723
L1555; D61>=D92 FALSE
L1556; D61<=D94 TRUE
L1557; D61<=D175 FALSE
L1558; D61 mod_julian_day=50723
L1559; D61>=D447 FALSE
L1560; D61-D312 = -535
L1561; D62 printed 2210-11-17
L1562; D62 == D232 FALSE
L1563; D62 mod_julian_day=128580
L1564; D62-D39 = 9578
L1565; D62>D154 TRUE
L1566; D62 == D405 FALSE
L1567; D62-D3 = 40439
L1568; D62<=D493 TRUE
L1569; D62 == D18 FALSE
L1570; D62<=D144 FALSE
L1571; D63 mod_julian_day=72267
L1572; D63<D166 TRUE
L1573; D63<=D333 TRUE
L1574; D63>D71 TRUE
L1575; D63 mod_julian_day=72267
L1576; D63<D330 TRUE
L1577; D63>=D382 TRUE
L1578; D63 printed 2056-09-13
L1579; D63>=D369 TRUE
L1580; D63 == D484 FALSE
L1581; D64<D320 TRUE
L1582; D64<D485 TRUE
L1583; D64<D331 TRUE
L1584; D64>=D272 FALSE
L1585; D64>=D92 FALSE
L1586; D64<D379 TRUE
L1587; D64>=D139 FALSE
L1588; D64>D80 FALSE
L1589; D64>D469 FALSE
L1590; D64 printed 1985-01-07
L1591; D65<=D173 FALSE
L1592; D65 != D441 TRUE
L1593; D65 == D188 FALSE
L1594; D65 printed 2017-12-04
L1595; D65 != D463 TRUE
L1596; D65 mod_julian_day=58104
L1597; D65 mod_julian_day=58104
L1598; D65 printed 2017-12-04
L1599; D65>=D33 TRUE
L1600; D65 != D363 TRUE
L1601; D66>=D92 FALSE
L1602; D66 mod_julian_day=46329
L1603; D66 mod_julian_day=46329
L1604; D66 mod_julian_day=46329
L1605; D66 mod_julian_day=46329
L1606; D66 != D103 TRUE
L1607; D66 mod_julian_day=46329
L1608; D66 != D168 TRUE
L1609; D66 != D484 TRUE
L1610; D66 mod_julian_day=46329
L1611; D67 == D100 FALSE
L1612; D67 mod_julian_day=100803
L1613; D67 == D232 FALSE
L1614; D67 == D104 FALSE
L1615; D67 != D419 TRUE
L1616; D67 != D445 TRUE
L1617; D67 != D147 TRUE
L1618; D67 == D69 FALSE
L1619; D67<=D337 FALSE
L1620; D67<=D450 FALSE
L1621; D68 mod_julian_day=214192
L1622; D68<D494 FALSE
L1623; D68 mod_julian_day=214192
L1624; D68 != D260 TRUE
L1625; D68>D371 TRUE
L1626; D68<=D494 FALSE
L1627; D68<D175 FALSE
L1628; D68-D468 = 154161
L1629; D68<D286 FALSE
L1630; D68 mod_julian_day=214192
L1631; D69<D418 TRUE
L1632; D69 mod_julian_day=90358
L1633; D69 mod_julian_day=90358
L1634; D69>=D256 TRUE
L1635; D69<D371 FALSE
L1636; D69>D483 FALSE
L1637; D69 printed 2106-03-26
L1638; D69 mod_julian_day=90358
L1639; D69<D340 TRUE
L1640; D69 mod_julian_day=90358
L1641; D70<=D178 FALSE
L1642; D70<D207 FALSE
L1643; D70 != D158 TRUE
L1644; D70<D328 TRUE
L1645; D70-D437 = 55931
L1646; D70>D271 TRUE
L1647; D70<D347 FALSE
L1648; D70-D432 = 110405
L1649; D70 printed 2224-02-04
L1650; D70 printed 2224-02-04
L1651; D71-D474 = -24765
L1652; D71<=D287 TRUE
L1653; D71 != D242 TRUE
L1654; D71 printed 1921-10-27
L1655; D71>=D279 FALSE
L1656; D71 mod_julian_day=23002
L1657; D71 == D239 FALSE
L1658; D71-D494 = -124884
L1659; D71>D179 FALSE
L1660; D71 == D305 FALSE
L1661; D72<=D381 FALSE
L1662; D72<D254 TRUE
L1663; D72 != D244 TRUE
L1664; D72-D70 = -60344
L1665; D72<D407 TRUE
L1666; D72 printed 2058-11-18
L1667; D72-D7 = -124637
L1668; D72<=D284 FALSE
L1669; D72<=D132 TRUE
L1670; D72 printed 2058-11-18
L1671; D73-D497 = -157385
L1672; D73 != D141 TRUE
L1673; D73 mod_julian_day=43978
L1674; D73 != D178 TRUE
L1675; D73<=D120 FALSE
L1676; D73-D21 = -299
L1677; D73 mod_julian_day=43978
L1678; D73<=D18 TRUE
L1679; D73 == D21 FALSE
L1680; D73 != D223 TRUE
L1681; D74>D383 TRUE
L1682; D74<=D263 FALSE
L1683; D74>=D155 TRUE
L1684; D74 printed 2254-12-10
L1685; D74 == D329 FALSE
L1686; D74<D189 FALSE
L1687; D74 == D383 FALSE
L1688; D74 != D229 TRUE
L1689; D74>=D186 TRUE
L1690; D74<D99 FALSE
L1691; D75 != D400 TRUE
L1692; D75 printed 2448-01-16
L1693; D75-D148 = 91045
L1694; D75 == D340 FALSE
L1695; D75 printed 2448-01-16
L1696; D75 == D348 FALSE
L1697; D75 mod_julian_day=215204
L1698; D75-D184 = 160746
L1699; D75 printed 2448-01-16
L1700; D75 mod_julian_day=215204
L1701; D76 printed 1962-04-19
L1702; D76<D421 TRUE
L1703; D76>D408 FALSE
L1704; D76 == D90 FALSE
L1705; D76 printed 1962-04-19
L1706; D76>=D350 FALSE
L1707; D76 printed 1962-04-19
L1708; D76 mod_julian_day=37786
L1709; D76<=D488 TRUE
L1710; D76<D55 TRUE
L1711; D77 printed 2476-10-03
L1712; D77 == D149 FALSE
L1713; D77 mod_julian_day=225692
L1714; D77 mod_julian_day=225692
L1715; D77>=D256 TRUE
L1716; D77<D395 FALSE
L1717; D77-D338 = 175548
L1718; D77<=D266 FALSE
L1719; D77<D411 TRUE
L1720; D77<D68 FALSE
L1721; D78<D475 TRUE
L1722; D78>=D11 TRUE
L1723; D78<D313 FALSE
L1724; D78>D230 FALSE
L1725; D78<=D468 FALSE
L1726; D78-D19 = -1812
L1727; D78<D280 TRUE
L1728; D78 mod_julian_day=62177
L1729; D78 printed 2029-01-28
L1730; D78>=D129 TRUE
L1731; D79>=D385 TRUE
L1732; D79 == D23 FALSE
L1733; D79<D318 FALSE
L1734; D79 != D33 TRUE
L1735; D79 != D361 TRUE
L1736; D79<=D262 FALSE
L1737; D79-D330 = -115599
L1738; D79<=D388 FALSE
L1739; D79>=D283 FALSE
L1740; D79 mod_julian_day=104163
L1741; D80<=D332 TRUE
L1742; D80<=D244 FALSE
L1743; D80>D268 TRUE
L1744; D80<=D349 TRUE
L1745; D80<=D108 TRUE
L1746; D80 == D359 FALSE
L1747; D80 == D209 FALSE
L1748; D80 != D342 TRUE
L1749; D80<D206 TRUE
